Lambda	VIP
4775.689941	4.947911
3679.739990	4.961374
42098.699219	4.968242
31324.400391	4.979097
31319.400391	4.983663
31334.300781	4.987016
3891.909912	4.991005
4811.839844	4.994414
4816.939941	4.994795
32197.599609	5.018349
4806.709961	5.025910
41729.101562	5.034183
4991.500000	5.056904
4504.750000	5.057383
31339.300781	5.057675
31009.699219	5.065099
41902.898437	5.068674
31968.800781	5.071296
42020.800781	5.094613
32144.500000	5.099943
4652.339844	5.102465
31423.199219	5.120394
4801.580078	5.121818
41940.199219	5.138144
4852.319824	5.139186
4780.899902	5.142008
4786.089844	5.146352
4791.260254	5.149032
3738.889893	5.150426
4796.430176	5.152446
31238.500000	5.162917
3896.800049	5.188789
3590.919922	5.199460
41633.000000	5.212189
41595.699219	5.228546
3568.209961	5.228633
31314.300781	5.242950
42024.800781	5.249532
31243.599609	5.280140
31408.500000	5.341411
41733.601562	5.344446
3579.590088	5.373995
41742.500000	5.375962
3427.860107	5.387649
42094.898437	5.409992
4822.040039	5.424157
31309.300781	5.446233
41628.398437	5.461423
3867.270020	5.465877
3596.570068	5.472762
3901.669922	5.473064
31253.800781	5.474777
31964.699219	5.477576
41600.398437	5.479005
3877.169922	5.482311
41738.101562	5.516772
41609.699219	5.567253
42028.699219	5.606112
4847.310059	5.611722
41619.101562	5.613017
31304.300781	5.613756
41614.398437	5.616593
4827.120117	5.649181
41605.101562	5.665758
31248.699219	5.692277
41623.699219	5.695020
41936.101562	5.697922
42091.000000	5.700964
3872.229980	5.743394
3887.010010	5.789635
31274.099609	5.791135
41919.500000	5.831637
32174.900391	5.835231
31284.199219	5.845343
4696.029785	5.867140
4837.239746	5.870824
3744.189941	5.881966
31263.900391	5.889719
3882.100098	5.892747
31258.900391	5.904224
4842.279785	5.915534
4832.189941	5.925472
41097.300781	5.935080
4657.839844	5.962558
41894.500000	5.966907
42087.199219	5.980385
42083.300781	6.008460
42032.699219	6.008646
31294.300781	6.020081
31299.300781	6.035953
32152.099609	6.040365
31289.199219	6.068963
31960.599609	6.069689
41898.699219	6.092489
41005.199219	6.115840
31956.599609	6.120348
31279.099609	6.172803
31418.300781	6.193225
3602.199951	6.209361
31269.000000	6.225213
42036.601562	6.262139
3749.469971	6.331444
3624.610107	6.341986
3619.030029	6.352623
41931.898437	6.386491
42079.398437	6.435082
3607.820068	6.459782
31952.500000	6.595565
42048.398437	6.611284
42040.500000	6.644456
42056.199219	6.651042
42060.101562	6.663279
32190.000000	6.677451
42052.300781	6.685185
42044.398437	6.743675
3754.739990	6.767856
42075.601562	6.787512
3630.179932	6.794833
41927.800781	6.827194
4663.339844	6.835991
42063.898437	6.837323
3613.429932	6.838423
31898.699219	6.844811
31948.400391	6.867662
31413.400391	6.886093
41923.699219	6.895434
42067.800781	6.919430
3862.300049	6.922179
42071.699219	6.935206
3635.739990	7.035881
3796.429932	7.119499
3641.280029	7.169488
3775.689941	7.208775
3847.310059	7.228493
31944.300781	7.267604
3852.320068	7.268947
4690.609863	7.293449
3791.260010	7.336612
4668.819824	7.420876
31940.199219	7.467360
3780.899902	7.486585
3770.469971	7.511982
3801.580078	7.553493
3760.000000	7.554178
3674.290039	7.610401
3857.320068	7.658375
3842.280029	7.753743
3811.840088	7.756059
3806.709961	7.756702
4674.290039	7.781443
3786.090088	7.860565
3668.820068	7.879043
3765.239990	7.882179
3663.340088	7.948078
4685.180176	8.043562
4679.739746	8.070394
31936.099609	8.077364
31000.599609	8.095827
41009.699219	8.129210
3832.189941	8.153113
3822.040039	8.169173
3652.340088	8.190437
31931.900391	8.349585
3646.820068	8.449943
3657.840088	8.480616
41092.000000	8.555751
3816.939941	8.564278
3837.239990	8.713183
3827.120117	8.992855
31014.199219	9.050740
31927.800781	9.408628
31923.699219	9.645654
31902.900391	9.651513
41014.199219	10.432632
31919.500000	10.522164
3415.860107	10.902338
31915.400391	11.213766
31907.000000	11.337776
41086.601562	11.877284
31911.199219	11.924799
41081.199219	12.701437
