Lambda	VIP
41129.300781	5.033099
31623.699219	5.049269
4822.040039	5.052418
41092.000000	5.052725
31102.699219	5.059242
31359.199219	5.080061
4533.779785	5.082710
3433.850098	5.093390
42152.101562	5.142851
31600.400391	5.150615
42148.300781	5.153015
32136.900391	5.198820
31364.099609	5.201686
31166.199219	5.206549
4427.859863	5.225161
31595.699219	5.240528
31586.300781	5.250697
41176.601562	5.291487
42048.398437	5.316793
31628.400391	5.324129
31108.099609	5.357113
31633.000000	5.400653
31804.500000	5.447951
31591.000000	5.454924
4493.049805	5.456611
31369.099609	5.475441
31637.699219	5.479398
42044.398437	5.479710
41134.601562	5.516269
31447.500000	5.549041
31442.699219	5.569639
31864.900391	5.588983
32133.099609	5.603709
4827.120117	5.617595
31605.099609	5.629876
31619.099609	5.632764
41374.000000	5.650032
42040.500000	5.665676
31113.400391	5.704808
31160.900391	5.722684
4852.319824	5.734587
32140.699219	5.797694
31437.800781	5.809354
31614.400391	5.870337
31432.900391	5.938118
41428.101562	5.954516
41915.398437	5.963366
41171.398437	6.011082
31000.599609	6.037013
31856.400391	6.037321
32129.300781	6.047076
41139.898437	6.051878
4832.189941	6.151513
31860.599609	6.185484
31118.699219	6.197616
41379.000000	6.214167
42036.601562	6.221198
31155.699219	6.239071
31808.900391	6.256590
31609.699219	6.279732
41948.398437	6.280616
41952.500000	6.288375
41944.300781	6.319489
32155.900391	6.321298
31813.199219	6.322733
42032.699219	6.395032
31374.000000	6.400363
41940.199219	6.420260
31821.900391	6.430942
41936.101562	6.434402
4837.239746	6.457332
4847.310059	6.459620
41956.601562	6.519279
31847.800781	6.634946
41960.601562	6.640052
4842.279785	6.644177
41383.898437	6.653979
31124.000000	6.659905
41931.898437	6.660641
4487.180176	6.666448
41919.500000	6.696898
41145.199219	6.729751
42155.898437	6.743614
3427.860107	6.746898
32148.300781	6.773328
41166.199219	6.781393
41927.800781	6.794527
42028.699219	6.819106
31817.599609	6.822374
41964.699219	6.918715
31428.099609	6.921477
41923.699219	6.930611
41388.800781	7.039481
42016.898437	7.059409
42024.800781	7.095706
41423.199219	7.098908
42020.800781	7.106677
41968.800781	7.135998
31830.599609	7.142913
3421.860107	7.162570
31834.900391	7.168980
31852.099609	7.182200
31826.199219	7.185043
4481.299805	7.244146
42159.699219	7.264532
42012.898437	7.283252
31150.400391	7.310608
41150.398437	7.329613
41160.898437	7.367172
41972.800781	7.413053
4475.410156	7.417548
42008.898437	7.418359
31839.199219	7.423362
31379.000000	7.424686
32144.500000	7.501100
4469.510254	7.509419
41976.800781	7.535602
4463.600098	7.543157
31129.300781	7.583538
41155.699219	7.633385
41980.898437	7.633666
42004.898437	7.648833
41393.800781	7.653604
41984.898437	7.666917
31843.500000	7.673519
41988.898437	7.677158
41014.199219	7.699172
32178.599609	7.701797
31423.199219	7.789602
41992.898437	7.831890
31134.599609	7.912579
42000.898437	7.918876
41996.898437	7.961279
41418.300781	8.021015
42163.500000	8.061202
31009.699219	8.129158
31145.199219	8.138172
42167.300781	8.146185
4457.669922	8.234133
32163.500000	8.242478
41398.699219	8.410741
31139.900391	8.595226
31383.900391	8.610683
41413.398437	8.670101
41403.601562	8.924895
31005.199219	9.041638
41408.500000	9.072148
42171.101562	9.091751
4451.729980	9.243659
42174.898437	9.291028
41086.601562	9.306986
31418.300781	9.429193
4433.850098	9.496089
31388.800781	9.660700
32171.099609	9.979827
32159.699219	10.040220
41081.199219	10.076984
32152.099609	10.275316
32182.400391	10.313634
42190.000000	10.392675
32186.199219	10.419436
31408.500000	10.582562
31413.400391	10.605893
3415.860107	10.991928
32167.300781	11.015135
42182.398437	11.020598
31403.599609	11.127323
31393.800781	11.127906
42193.800781	11.168450
31398.699219	11.256390
42186.199219	11.259303
42178.601562	11.360679
32174.900391	11.965531
4439.819824	12.193381
4445.779785	12.304321
42197.601562	12.822801
32190.000000	14.585576
42201.398437	16.385714
32193.800781	17.441257
32197.599609	18.354907
32201.400391	18.357625
