Lambda	VIP
31160.900391	4.291635
41466.898437	4.310586
31166.199219	4.352167
31324.400391	4.371903
3996.080078	4.380884
32125.500000	4.394054
31319.400391	4.402328
31202.500000	4.416556
3986.899902	4.425447
3887.010010	4.464987
42094.898437	4.482991
31197.400391	4.505114
31102.699219	4.510544
3944.870117	4.510774
31176.599609	4.529646
31171.400391	4.540748
31150.400391	4.562049
31495.900391	4.566412
31491.099609	4.578641
31108.099609	4.593484
3963.699951	4.599278
31243.599609	4.614113
31309.300781	4.628521
3925.810059	4.660850
31314.300781	4.679404
31263.900391	4.693900
4837.239746	4.702604
31187.000000	4.721045
31248.699219	4.724659
3921.010010	4.736833
3906.530029	4.736914
31181.800781	4.738939
31383.900391	4.746424
42091.000000	4.762128
31258.900391	4.762699
31118.699219	4.777345
3949.600098	4.823886
4728.250000	4.841072
31113.400391	4.844042
31145.199219	4.866492
31253.800781	4.869055
31481.400391	4.887999
31902.900391	4.898848
31192.199219	4.911363
31269.000000	4.915729
41393.800781	4.965955
31486.300781	5.002979
42087.199219	5.004026
31274.099609	5.013405
31124.000000	5.040537
32140.699219	5.053066
3968.370117	5.055356
31139.900391	5.065690
41462.101562	5.084453
31304.300781	5.096400
42182.398437	5.096828
31134.599609	5.108251
41944.300781	5.112564
32133.099609	5.119679
3991.500000	5.125277
31911.199219	5.151945
32144.500000	5.159632
31129.300781	5.168636
31279.099609	5.188890
31284.199219	5.195356
32136.900391	5.272527
4832.189941	5.273951
4733.580078	5.285022
31907.000000	5.312347
31299.300781	5.340498
4827.120117	5.363917
42083.300781	5.370817
4770.470215	5.400211
31000.599609	5.402718
31289.199219	5.441312
4765.239746	5.446510
31471.800781	5.450213
31294.300781	5.458781
4775.689941	5.481057
4738.890137	5.488916
4760.000000	5.515483
31476.599609	5.523527
31388.800781	5.543502
4754.739746	5.576078
32148.300781	5.578969
4822.040039	5.595876
4744.189941	5.620123
31009.699219	5.622862
42186.199219	5.635199
4780.899902	5.680162
4749.470215	5.686674
41948.398437	5.701026
3973.020020	5.713906
31462.099609	5.772079
4816.939941	5.772851
4786.089844	5.783277
42079.398437	5.806072
31466.900391	5.806078
4811.839844	5.939385
32152.099609	5.958548
4791.260254	6.013427
31457.300781	6.037806
41952.500000	6.103873
4806.709961	6.120449
41398.699219	6.138233
41457.300781	6.147803
4796.430176	6.224076
41956.601562	6.264850
42075.601562	6.322410
31452.400391	6.340740
4801.580078	6.344244
31393.800781	6.355225
41960.601562	6.442278
41964.699219	6.514207
41976.800781	6.553296
41968.800781	6.598415
41972.800781	6.601051
41980.898437	6.637340
42071.699219	6.678955
41984.898437	6.728642
41988.898437	6.741828
41992.898437	6.830449
3982.290039	6.843019
42067.800781	6.886766
41403.601562	6.923115
41996.898437	6.987473
42063.898437	7.034183
42000.898437	7.057491
31447.500000	7.135487
32159.699219	7.144419
42004.898437	7.265262
42060.101562	7.275395
42008.898437	7.408597
42056.199219	7.418634
41452.398437	7.481772
42012.898437	7.580076
41408.500000	7.603956
42052.300781	7.628946
32155.900391	7.636642
42016.898437	7.711434
42048.398437	7.721384
32167.300781	7.786279
42044.398437	7.805911
42020.800781	7.806645
42024.800781	7.863483
42040.500000	7.875674
42190.000000	7.919038
42032.699219	7.928971
42028.699219	7.939900
42036.601562	7.960611
31442.699219	8.098860
31398.699219	8.140741
42193.800781	8.432009
32174.900391	8.454199
32163.500000	8.481294
41413.398437	8.831877
41447.500000	8.939730
31437.800781	9.213493
42201.398437	9.470305
42197.601562	9.872104
32182.400391	9.921913
32171.099609	9.964012
32190.000000	10.404490
41442.699219	10.423966
31432.900391	10.522544
31403.599609	10.562563
41418.300781	10.772988
31428.099609	11.725419
41437.800781	11.935254
32197.599609	12.143864
41423.199219	12.569050
32178.599609	12.822098
31423.199219	12.895798
31408.500000	13.123016
41432.898437	13.149282
41428.101562	13.441365
31418.300781	13.613318
31413.400391	14.088383
32201.400391	15.296002
32193.800781	15.310891
32186.199219	15.444675
